window_start,window_minutes,variant,direction,fired_at,seconds_after_open,open_price,close_price,outcome,won
2026-08-27T15:00:00+00:00,15,K5,DOWN,2026-08-27T15:00:01.823391+00:00,2,80204.06,80677.08,UP,0
2026-08-27T15:05:00+00:00,5,K10,UP,2026-08-27T15:06:03.006913+00:00,64,80205.98,80316.0,UP,1
2026-08-27T15:05:00+00:00,5,K11,UP,2026-08-27T15:06:44.738339+00:00,105,80205.98,80316.0,UP,1
2026-08-27T15:05:00+00:00,5,K5,DOWN,2026-08-27T15:05:01.480041+00:00,2,80205.98,80316.0,UP,0
2026-08-27T15:10:00+00:00,5,K8,DOWN,2026-08-27T15:10:01.478985+00:00,2,80316.0,80677.08,UP,0
2026-08-27T15:10:00+00:00,5,K5,DOWN,2026-08-27T15:10:01.478985+00:00,2,80316.0,80677.08,UP,0
2026-08-27T15:15:00+00:00,5,K2,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,5,K1,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,5,K10,DOWN,2026-08-27T15:16:04.895286+00:00,65,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,5,K11,DOWN,2026-08-27T15:16:47.441118+00:00,108,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,5,K9,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,5,K4,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,5,K8,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,5,K5,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80633.59,DOWN,1
2026-08-27T15:15:00+00:00,15,K2,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K7,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K1,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K6,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K9,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K4,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K3,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K8,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:15:00+00:00,15,K5,DOWN,2026-08-27T15:15:01.834587+00:00,2,80677.09,80600.0,DOWN,1
2026-08-27T15:20:00+00:00,5,K2,DOWN,2026-08-27T15:20:01.632467+00:00,2,80633.59,80564.22,DOWN,1
2026-08-27T15:20:00+00:00,5,K10,DOWN,2026-08-27T15:21:03.217396+00:00,64,80633.59,80564.22,DOWN,1
2026-08-27T15:20:00+00:00,5,K11,DOWN,2026-08-27T15:21:44.889093+00:00,105,80633.59,80564.22,DOWN,1
2026-08-27T15:20:00+00:00,5,K8,DOWN,2026-08-27T15:20:01.632467+00:00,2,80633.59,80564.22,DOWN,1
2026-08-27T15:20:00+00:00,5,K5,DOWN,2026-08-27T15:20:01.632467+00:00,2,80633.59,80564.22,DOWN,1
2026-08-27T15:25:00+00:00,5,K5,DOWN,2026-08-27T15:25:01.493001+00:00,2,80564.23,80600.0,UP,0
2026-08-27T15:30:00+00:00,15,K2,DOWN,2026-08-27T15:30:01.544250+00:00,2,80600.0,80491.78,DOWN,1
2026-08-27T15:30:00+00:00,15,K7,DOWN,2026-08-27T15:30:01.544250+00:00,2,80600.0,80491.78,DOWN,1
2026-08-27T15:30:00+00:00,15,K10,DOWN,2026-08-27T15:33:04.920422+00:00,185,80600.0,80491.78,DOWN,1
2026-08-27T15:30:00+00:00,15,K11,DOWN,2026-08-27T15:35:06.463011+00:00,307,80600.0,80491.78,DOWN,1
2026-08-27T15:30:00+00:00,15,K4,DOWN,2026-08-27T15:30:01.544250+00:00,2,80600.0,80491.78,DOWN,1
2026-08-27T15:30:00+00:00,15,K5,DOWN,2026-08-27T15:30:01.544250+00:00,2,80600.0,80491.78,DOWN,1
2026-08-27T15:45:00+00:00,15,K2,DOWN,2026-08-27T15:45:01.430494+00:00,2,80491.78,80302.32,DOWN,1
2026-08-27T15:45:00+00:00,15,K10,DOWN,2026-08-27T15:48:04.329914+00:00,185,80491.78,80302.32,DOWN,1
2026-08-27T15:45:00+00:00,15,K11,DOWN,2026-08-27T15:50:05.797366+00:00,306,80491.78,80302.32,DOWN,1
2026-08-27T15:45:00+00:00,15,K5,DOWN,2026-08-27T15:45:01.430494+00:00,2,80491.78,80302.32,DOWN,1
2026-08-27T16:05:00+00:00,5,K11,DOWN,2026-08-27T16:07:02.660975+00:00,123,80411.0,80215.99,DOWN,1
2026-08-27T16:10:00+00:00,5,K10,UP,2026-08-27T16:11:02.931559+00:00,63,80215.99,80408.0,UP,1
2026-08-27T16:10:00+00:00,5,K11,UP,2026-08-27T16:11:44.684463+00:00,105,80215.99,80408.0,UP,1
2026-08-27T16:10:00+00:00,5,K9,UP,2026-08-27T16:10:01.484853+00:00,2,80215.99,80408.0,UP,1
2026-08-27T16:10:00+00:00,5,K4,UP,2026-08-27T16:10:01.484853+00:00,2,80215.99,80408.0,UP,1
2026-08-27T16:15:00+00:00,5,K10,UP,2026-08-27T16:16:03.059147+00:00,64,80408.0,80462.0,UP,1
2026-08-27T16:15:00+00:00,5,K9,DOWN,2026-08-27T16:15:01.596131+00:00,2,80408.0,80462.0,UP,0
2026-08-27T16:15:00+00:00,5,K4,DOWN,2026-08-27T16:15:01.596131+00:00,2,80408.0,80462.0,UP,0
2026-08-27T16:30:00+00:00,5,K10,DOWN,2026-08-27T16:31:01.951159+00:00,62,80412.0,80328.86,DOWN,1
2026-08-27T16:40:00+00:00,5,K10,UP,2026-08-27T16:41:02.005006+00:00,63,80389.64,80572.0,UP,1
2026-08-27T16:40:00+00:00,5,K11,UP,2026-08-27T16:41:43.259344+00:00,104,80389.64,80572.0,UP,1
2026-08-27T16:45:00+00:00,5,K9,DOWN,2026-08-27T16:45:01.523911+00:00,2,80572.01,80445.52,DOWN,1
2026-08-27T16:45:00+00:00,5,K4,DOWN,2026-08-27T16:45:01.523911+00:00,2,80572.01,80445.52,DOWN,1
2026-08-27T16:45:00+00:00,15,K10,DOWN,2026-08-27T16:48:06.433834+00:00,187,80572.01,80374.0,DOWN,1
2026-08-27T16:45:00+00:00,15,K11,DOWN,2026-08-27T16:50:01.507961+00:00,302,80572.01,80374.0,DOWN,1
2026-08-27T16:45:00+00:00,15,K5,DOWN,2026-08-27T16:45:01.523911+00:00,2,80572.01,80374.0,DOWN,1
2026-08-27T16:50:00+00:00,5,K9,UP,2026-08-27T16:50:01.507961+00:00,2,80445.51,80450.0,UP,1
2026-08-27T16:50:00+00:00,5,K4,UP,2026-08-27T16:50:01.507961+00:00,2,80445.51,80450.0,UP,1
2026-08-27T16:55:00+00:00,5,K10,DOWN,2026-08-27T16:56:01.898703+00:00,62,80450.0,80374.0,DOWN,1
2026-08-27T17:00:00+00:00,5,K11,DOWN,2026-08-27T17:02:02.745741+00:00,123,80374.0,80335.99,DOWN,1
2026-08-27T17:00:00+00:00,15,K10,DOWN,2026-08-27T17:03:04.036250+00:00,185,80374.0,80623.72,UP,0
2026-08-27T17:05:00+00:00,5,K11,UP,2026-08-27T17:06:42.389920+00:00,103,80336.0,80514.0,UP,1
2026-08-27T17:10:00+00:00,5,K9,DOWN,2026-08-27T17:10:01.501396+00:00,2,80514.01,80623.72,UP,0
2026-08-27T17:10:00+00:00,5,K4,DOWN,2026-08-27T17:10:01.501396+00:00,2,80514.01,80623.72,UP,0
2026-08-27T17:15:00+00:00,5,K2,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80801.86,UP,0
2026-08-27T17:15:00+00:00,5,K7,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80801.86,UP,0
2026-08-27T17:15:00+00:00,5,K4,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80801.86,UP,0
2026-08-27T17:15:00+00:00,5,K8,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80801.86,UP,0
2026-08-27T17:15:00+00:00,5,K5,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80801.86,UP,0
2026-08-27T17:15:00+00:00,15,K10,UP,2026-08-27T17:18:06.291012+00:00,187,80623.71,80713.59,UP,1
2026-08-27T17:15:00+00:00,15,K11,UP,2026-08-27T17:20:01.535259+00:00,302,80623.71,80713.59,UP,1
2026-08-27T17:15:00+00:00,15,K9,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80713.59,UP,0
2026-08-27T17:15:00+00:00,15,K4,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80713.59,UP,0
2026-08-27T17:15:00+00:00,15,K8,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80713.59,UP,0
2026-08-27T17:15:00+00:00,15,K5,DOWN,2026-08-27T17:15:01.590773+00:00,2,80623.71,80713.59,UP,0
2026-08-27T17:20:00+00:00,5,K2,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:20:00+00:00,5,K7,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:20:00+00:00,5,K1,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:20:00+00:00,5,K9,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:20:00+00:00,5,K4,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:20:00+00:00,5,K3,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:20:00+00:00,5,K8,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:20:00+00:00,5,K5,DOWN,2026-08-27T17:20:01.535259+00:00,2,80801.86,80789.31,DOWN,1
2026-08-27T17:25:00+00:00,5,K2,DOWN,2026-08-27T17:25:01.631911+00:00,2,80789.32,80713.59,DOWN,1
2026-08-27T17:25:00+00:00,5,K7,DOWN,2026-08-27T17:25:01.631911+00:00,2,80789.32,80713.59,DOWN,1
2026-08-27T17:25:00+00:00,5,K4,DOWN,2026-08-27T17:25:01.631911+00:00,2,80789.32,80713.59,DOWN,1
2026-08-27T17:25:00+00:00,5,K8,DOWN,2026-08-27T17:25:01.631911+00:00,2,80789.32,80713.59,DOWN,1
2026-08-27T17:25:00+00:00,5,K5,DOWN,2026-08-27T17:25:01.631911+00:00,2,80789.32,80713.59,DOWN,1
2026-08-27T17:30:00+00:00,5,K2,DOWN,2026-08-27T17:30:01.554868+00:00,2,80713.59,80696.0,DOWN,1
2026-08-27T17:30:00+00:00,5,K10,UP,2026-08-27T17:31:03.791924+00:00,64,80713.59,80696.0,DOWN,0
2026-08-27T17:30:00+00:00,15,K8,DOWN,2026-08-27T17:30:01.554868+00:00,2,80713.59,80484.0,DOWN,1
2026-08-27T17:30:00+00:00,15,K5,DOWN,2026-08-27T17:30:01.554868+00:00,2,80713.59,80484.0,DOWN,1
2026-08-27T17:45:00+00:00,5,K9,UP,2026-08-27T17:45:01.903163+00:00,2,80484.0,80512.0,UP,1
2026-08-27T17:45:00+00:00,5,K4,UP,2026-08-27T17:45:01.903163+00:00,2,80484.0,80512.0,UP,1
2026-08-27T17:45:00+00:00,15,K9,UP,2026-08-27T17:45:01.903163+00:00,2,80484.0,80442.46,DOWN,0
2026-08-27T17:45:00+00:00,15,K4,UP,2026-08-27T17:45:01.903163+00:00,2,80484.0,80442.46,DOWN,0
2026-08-27T17:45:00+00:00,15,K5,DOWN,2026-08-27T17:45:01.903163+00:00,2,80484.0,80442.46,DOWN,1
2026-08-27T18:15:00+00:00,5,K2,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,5,K7,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,5,K1,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,5,K10,UP,2026-08-27T18:16:04.068028+00:00,65,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,5,K11,DOWN,2026-08-27T18:17:06.470575+00:00,127,80076.76,79895.0,DOWN,1
2026-08-27T18:15:00+00:00,5,K9,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,5,K4,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,5,K3,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,5,K5,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79895.0,DOWN,0
2026-08-27T18:15:00+00:00,15,K10,DOWN,2026-08-27T18:18:07.311299+00:00,188,80076.76,79912.0,DOWN,1
2026-08-27T18:15:00+00:00,15,K11,DOWN,2026-08-27T18:20:01.483995+00:00,302,80076.76,79912.0,DOWN,1
2026-08-27T18:15:00+00:00,15,K9,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79912.0,DOWN,0
2026-08-27T18:15:00+00:00,15,K4,UP,2026-08-27T18:15:01.730623+00:00,2,80076.76,79912.0,DOWN,0
2026-08-27T18:20:00+00:00,5,K2,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:20:00+00:00,5,K7,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:20:00+00:00,5,K1,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:20:00+00:00,5,K11,DOWN,2026-08-27T18:21:44.765097+00:00,105,79895.0,79931.99,UP,0
2026-08-27T18:20:00+00:00,5,K9,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:20:00+00:00,5,K4,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:20:00+00:00,5,K3,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:20:00+00:00,5,K8,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:20:00+00:00,5,K5,UP,2026-08-27T18:20:01.483995+00:00,2,79895.0,79931.99,UP,1
2026-08-27T18:25:00+00:00,5,K2,UP,2026-08-27T18:25:01.486095+00:00,2,79932.0,79912.0,DOWN,0
2026-08-27T18:25:00+00:00,5,K7,UP,2026-08-27T18:25:01.486095+00:00,2,79932.0,79912.0,DOWN,0
2026-08-27T18:25:00+00:00,5,K4,UP,2026-08-27T18:25:01.486095+00:00,2,79932.0,79912.0,DOWN,0
2026-08-27T18:25:00+00:00,5,K5,UP,2026-08-27T18:25:01.486095+00:00,2,79932.0,79912.0,DOWN,0
2026-08-27T18:30:00+00:00,5,K2,UP,2026-08-27T18:30:01.540034+00:00,2,79911.99,79867.49,DOWN,0
2026-08-27T18:30:00+00:00,5,K5,UP,2026-08-27T18:30:01.540034+00:00,2,79911.99,79867.49,DOWN,0
2026-08-27T18:35:00+00:00,5,K2,UP,2026-08-27T18:35:01.616089+00:00,2,79867.5,80000.0,UP,1
2026-08-27T18:35:00+00:00,5,K10,UP,2026-08-27T18:36:03.102560+00:00,64,79867.5,80000.0,UP,1
2026-08-27T18:35:00+00:00,5,K11,UP,2026-08-27T18:36:44.657018+00:00,105,79867.5,80000.0,UP,1
2026-08-27T18:35:00+00:00,5,K5,UP,2026-08-27T18:35:01.616089+00:00,2,79867.5,80000.0,UP,1
2026-08-27T18:40:00+00:00,5,K9,DOWN,2026-08-27T18:40:01.554365+00:00,2,80000.0,79964.07,DOWN,1
2026-08-27T18:40:00+00:00,5,K4,DOWN,2026-08-27T18:40:01.554365+00:00,2,80000.0,79964.07,DOWN,1
2026-08-27T18:45:00+00:00,5,K5,UP,2026-08-27T18:45:01.519539+00:00,2,79964.06,79978.47,UP,1
2026-08-27T19:00:00+00:00,5,K9,DOWN,2026-08-27T19:00:01.735405+00:00,2,80150.69,80207.26,UP,0
2026-08-27T19:00:00+00:00,5,K4,DOWN,2026-08-27T19:00:01.735405+00:00,2,80150.69,80207.26,UP,0
2026-08-27T19:35:00+00:00,5,K11,DOWN,2026-08-27T19:37:02.676583+00:00,123,80125.02,80009.78,DOWN,1
2026-08-27T20:00:00+00:00,5,K9,UP,2026-08-27T20:00:02.758396+00:00,3,79910.19,79906.26,DOWN,0
2026-08-27T20:00:00+00:00,5,K4,UP,2026-08-27T20:00:02.758396+00:00,3,79910.19,79906.26,DOWN,0
2026-08-27T20:00:00+00:00,15,K2,UP,2026-08-27T20:00:02.758396+00:00,3,79910.19,79957.2,UP,1
2026-08-27T20:00:00+00:00,15,K5,UP,2026-08-27T20:00:02.758396+00:00,3,79910.19,79957.2,UP,1
2026-08-27T20:05:00+00:00,5,K10,UP,2026-08-27T20:06:02.951431+00:00,63,79906.25,80023.97,UP,1
2026-08-27T20:05:00+00:00,5,K11,UP,2026-08-27T20:06:44.539620+00:00,105,79906.25,80023.97,UP,1
2026-08-27T20:05:00+00:00,5,K5,UP,2026-08-27T20:05:01.522927+00:00,2,79906.25,80023.97,UP,1
2026-08-27T20:15:00+00:00,15,K5,UP,2026-08-27T20:15:01.692114+00:00,2,79957.21,79988.02,UP,1
2026-08-27T21:15:00+00:00,5,K2,DOWN,2026-08-27T21:15:01.723611+00:00,2,80097.55,80014.0,DOWN,1
2026-08-27T21:55:00+00:00,5,K2,DOWN,2026-08-27T21:55:01.474823+00:00,2,80112.94,80184.0,UP,0
2026-08-27T22:00:00+00:00,5,K2,DOWN,2026-08-27T22:00:01.746708+00:00,2,80184.0,80268.05,UP,0
2026-08-27T22:00:00+00:00,5,K7,DOWN,2026-08-27T22:00:01.746708+00:00,2,80184.0,80268.05,UP,0
2026-08-27T22:00:00+00:00,5,K4,DOWN,2026-08-27T22:00:01.746708+00:00,2,80184.0,80268.05,UP,0
2026-08-27T22:00:00+00:00,5,K8,DOWN,2026-08-27T22:00:01.746708+00:00,2,80184.0,80268.05,UP,0
2026-08-27T22:00:00+00:00,5,K5,DOWN,2026-08-27T22:00:01.746708+00:00,2,80184.0,80268.05,UP,0
2026-08-27T22:05:00+00:00,5,K2,DOWN,2026-08-27T22:05:01.493849+00:00,2,80268.06,80232.0,DOWN,1
2026-08-27T22:05:00+00:00,5,K7,DOWN,2026-08-27T22:05:01.493849+00:00,2,80268.06,80232.0,DOWN,1
2026-08-27T22:05:00+00:00,5,K4,DOWN,2026-08-27T22:05:01.493849+00:00,2,80268.06,80232.0,DOWN,1
2026-08-27T22:05:00+00:00,5,K5,DOWN,2026-08-27T22:05:01.493849+00:00,2,80268.06,80232.0,DOWN,1
2026-08-27T22:10:00+00:00,5,K2,DOWN,2026-08-27T22:10:01.511722+00:00,2,80232.01,80250.1,UP,0
2026-08-27T22:15:00+00:00,5,K2,DOWN,2026-08-27T22:15:01.695787+00:00,2,80250.11,80380.01,UP,0
2026-08-27T22:15:00+00:00,5,K11,UP,2026-08-27T22:16:44.097249+00:00,105,80250.11,80380.01,UP,1
2026-08-27T22:15:00+00:00,5,K5,DOWN,2026-08-27T22:15:01.695787+00:00,2,80250.11,80380.01,UP,0
2026-08-27T22:15:00+00:00,15,K10,UP,2026-08-27T22:18:05.454485+00:00,186,80250.11,80238.71,DOWN,0
2026-08-27T22:15:00+00:00,15,K11,UP,2026-08-27T22:20:01.470244+00:00,302,80250.11,80238.71,DOWN,0
2026-08-27T22:20:00+00:00,5,K2,DOWN,2026-08-27T22:20:01.470244+00:00,2,80380.01,80328.0,DOWN,1
2026-08-27T22:20:00+00:00,5,K7,DOWN,2026-08-27T22:20:01.470244+00:00,2,80380.01,80328.0,DOWN,1
2026-08-27T22:20:00+00:00,5,K1,DOWN,2026-08-27T22:20:01.470244+00:00,2,80380.01,80328.0,DOWN,1
2026-08-27T22:20:00+00:00,5,K9,DOWN,2026-08-27T22:20:01.470244+00:00,2,80380.01,80328.0,DOWN,1
2026-08-27T22:20:00+00:00,5,K4,DOWN,2026-08-27T22:20:01.470244+00:00,2,80380.01,80328.0,DOWN,1
2026-08-27T22:20:00+00:00,5,K3,DOWN,2026-08-27T22:20:01.470244+00:00,2,80380.01,80328.0,DOWN,1
2026-08-27T22:20:00+00:00,5,K5,DOWN,2026-08-27T22:20:01.470244+00:00,2,80380.01,80328.0,DOWN,1
2026-08-27T22:25:00+00:00,5,K2,DOWN,2026-08-27T22:25:01.488031+00:00,2,80328.0,80238.71,DOWN,1
2026-08-27T22:35:00+00:00,5,K11,DOWN,2026-08-27T22:36:42.543560+00:00,103,80282.57,80265.49,DOWN,1
2026-08-27T23:00:00+00:00,15,K2,DOWN,2026-08-27T23:00:01.859989+00:00,2,80303.21,80167.03,DOWN,1
2026-08-27T23:20:00+00:00,5,K10,UP,2026-08-27T23:21:01.964448+00:00,62,80284.28,80366.0,UP,1
2026-08-27T23:25:00+00:00,5,K2,DOWN,2026-08-27T23:25:01.495867+00:00,2,80366.01,80321.96,DOWN,1
2026-08-27T23:25:00+00:00,5,K5,DOWN,2026-08-27T23:25:01.495867+00:00,2,80366.01,80321.96,DOWN,1
2026-08-27T23:30:00+00:00,15,K2,DOWN,2026-08-27T23:30:01.532284+00:00,2,80321.95,80262.06,DOWN,1
2026-08-27T23:30:00+00:00,15,K5,DOWN,2026-08-27T23:30:01.532284+00:00,2,80321.95,80262.06,DOWN,1
2026-08-28T00:05:00+00:00,5,K2,UP,2026-08-28T00:05:01.521448+00:00,2,80158.2,80175.19,UP,1
2026-08-28T00:05:00+00:00,5,K7,UP,2026-08-28T00:05:01.521448+00:00,2,80158.2,80175.19,UP,1
2026-08-28T00:05:00+00:00,5,K4,UP,2026-08-28T00:05:01.521448+00:00,2,80158.2,80175.19,UP,1
2026-08-28T00:05:00+00:00,5,K8,UP,2026-08-28T00:05:01.521448+00:00,2,80158.2,80175.19,UP,1
2026-08-28T00:05:00+00:00,5,K5,UP,2026-08-28T00:05:01.521448+00:00,2,80158.2,80175.19,UP,1
2026-08-28T00:10:00+00:00,5,K2,UP,2026-08-28T00:10:01.501462+00:00,2,80175.2,80216.59,UP,1
2026-08-28T00:10:00+00:00,5,K5,UP,2026-08-28T00:10:01.501462+00:00,2,80175.2,80216.59,UP,1
2026-08-28T00:15:00+00:00,5,K10,UP,2026-08-28T00:16:01.931601+00:00,62,80216.59,80379.87,UP,1
2026-08-28T00:15:00+00:00,5,K11,UP,2026-08-28T00:16:42.973951+00:00,103,80216.59,80379.87,UP,1
2026-08-28T00:15:00+00:00,15,K10,UP,2026-08-28T00:18:04.823041+00:00,185,80216.59,80421.58,UP,1
2026-08-28T00:15:00+00:00,15,K11,UP,2026-08-28T00:20:01.461525+00:00,302,80216.59,80421.58,UP,1
2026-08-28T00:20:00+00:00,5,K2,DOWN,2026-08-28T00:20:01.461525+00:00,2,80379.86,80396.34,UP,0
2026-08-28T00:20:00+00:00,5,K7,DOWN,2026-08-28T00:20:01.461525+00:00,2,80379.86,80396.34,UP,0
2026-08-28T00:20:00+00:00,5,K1,DOWN,2026-08-28T00:20:01.461525+00:00,2,80379.86,80396.34,UP,0
2026-08-28T00:20:00+00:00,5,K9,DOWN,2026-08-28T00:20:01.461525+00:00,2,80379.86,80396.34,UP,0
2026-08-28T00:20:00+00:00,5,K4,DOWN,2026-08-28T00:20:01.461525+00:00,2,80379.86,80396.34,UP,0
2026-08-28T00:20:00+00:00,5,K3,DOWN,2026-08-28T00:20:01.461525+00:00,2,80379.86,80396.34,UP,0
2026-08-28T00:20:00+00:00,5,K5,DOWN,2026-08-28T00:20:01.461525+00:00,2,80379.86,80396.34,UP,0
2026-08-28T00:25:00+00:00,5,K2,DOWN,2026-08-28T00:25:01.542888+00:00,2,80396.33,80421.58,UP,0
2026-08-28T00:25:00+00:00,5,K5,DOWN,2026-08-28T00:25:01.542888+00:00,2,80396.33,80421.58,UP,0
2026-08-28T00:30:00+00:00,5,K2,DOWN,2026-08-28T00:30:01.530561+00:00,2,80421.58,80434.99,UP,0
2026-08-28T00:30:00+00:00,5,K5,DOWN,2026-08-28T00:30:01.530561+00:00,2,80421.58,80434.99,UP,0
2026-08-28T00:30:00+00:00,15,K2,DOWN,2026-08-28T00:30:01.530561+00:00,2,80421.58,80418.23,DOWN,1
2026-08-28T00:30:00+00:00,15,K9,DOWN,2026-08-28T00:30:01.530561+00:00,2,80421.58,80418.23,DOWN,1
2026-08-28T00:30:00+00:00,15,K4,DOWN,2026-08-28T00:30:01.530561+00:00,2,80421.58,80418.23,DOWN,1
2026-08-28T00:30:00+00:00,15,K8,DOWN,2026-08-28T00:30:01.530561+00:00,2,80421.58,80418.23,DOWN,1
2026-08-28T00:30:00+00:00,15,K5,DOWN,2026-08-28T00:30:01.530561+00:00,2,80421.58,80418.23,DOWN,1
2026-08-28T00:35:00+00:00,5,K2,DOWN,2026-08-28T00:35:01.437745+00:00,2,80435.0,80500.0,UP,0
2026-08-28T00:35:00+00:00,5,K5,DOWN,2026-08-28T00:35:01.437745+00:00,2,80435.0,80500.0,UP,0
2026-08-28T00:40:00+00:00,5,K2,DOWN,2026-08-28T00:40:01.447634+00:00,2,80499.99,80418.23,DOWN,1
2026-08-28T00:40:00+00:00,5,K7,DOWN,2026-08-28T00:40:01.447634+00:00,2,80499.99,80418.23,DOWN,1
2026-08-28T00:40:00+00:00,5,K10,DOWN,2026-08-28T00:41:03.004557+00:00,64,80499.99,80418.23,DOWN,1
2026-08-28T00:40:00+00:00,5,K11,DOWN,2026-08-28T00:41:44.623209+00:00,105,80499.99,80418.23,DOWN,1
2026-08-28T00:40:00+00:00,5,K4,DOWN,2026-08-28T00:40:01.447634+00:00,2,80499.99,80418.23,DOWN,1
2026-08-28T00:40:00+00:00,5,K8,DOWN,2026-08-28T00:40:01.447634+00:00,2,80499.99,80418.23,DOWN,1
2026-08-28T00:40:00+00:00,5,K5,DOWN,2026-08-28T00:40:01.447634+00:00,2,80499.99,80418.23,DOWN,1
2026-08-28T00:45:00+00:00,15,K2,DOWN,2026-08-28T00:45:01.533557+00:00,2,80418.22,80576.0,UP,0
2026-08-28T00:45:00+00:00,15,K5,DOWN,2026-08-28T00:45:01.533557+00:00,2,80418.22,80576.0,UP,0
2026-08-28T00:55:00+00:00,5,K11,UP,2026-08-28T00:56:44.206708+00:00,105,80452.73,80576.0,UP,1
2026-08-28T00:55:00+00:00,5,K5,DOWN,2026-08-28T00:55:01.474574+00:00,2,80452.73,80576.0,UP,0
2026-08-28T01:00:00+00:00,5,K2,DOWN,2026-08-28T01:00:01.655398+00:00,2,80575.99,80786.01,UP,0
2026-08-28T01:00:00+00:00,5,K7,DOWN,2026-08-28T01:00:01.655398+00:00,2,80575.99,80786.01,UP,0
